_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,note,fonte_dato,3descrizione
,4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BG,3,0,2,202404,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2024,14,MINISTERO DELLA CULTURA,MO,7,2,,202405,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA CULTURA
,6,2023,19,MINISTERO UNIVERSITA' E RICERCA,RN,7,1,1015,,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,11,2024,9,MINISTERO DELLA GIUSTIZIA,PG,9,5,9,202411,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,7,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PZ,16,135,114,202407,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PN,5,81,87,202412,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FI,8,0,5,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,?,5,35,9,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2023,12,MINISTERO DELL'INTERNO,LU,8,1,3,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,1,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,LU,8,0,,202301,2025-06-18T16:15:20.148346,Funzionario,,,ISPETTORATO NAZIONALE DEL LAVORO
,9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AL,1,3285,6,202309,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CN,1,0,1,202402,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ECONOMIA E FINANZE
,3,2024,22,AGENZIA DELLE ENTRATE,TR,9,1,2,202403,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,2,2023,9,MINISTERO DELLA GIUSTIZIA,SI,8,0,1,202302,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,8,,22,AGENZIA DELLE ENTRATE,rn,7,0,1,202308,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,6,2022,19,MINISTERO UNIVERSITA' E RICERCA,TP,,6,957,202406,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,7,2023,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,RM,11,1,1,202307,2025-06-18T16:15:20.148346,,,,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO
,8,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,Mo,7,2,0,202308,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,2,2024,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,RM,11,2,0,202402,2025-06-18T16:15:20.148346,Impiegato,,,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO
,3,2022,12,MINISTERO DELL'INTERNO,CH,12,5,1,202303,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,4,2024,12,MINISTERO DELL'INTERNO,VV,17,0,2,202404,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,//,3,0,1,202312,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ECONOMIA E FINANZE
,5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AP,10,0,2,202305,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TP,18,18,3132,202306,GIU 18 2025,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2024,9,MINISTERO DELLA GIUSTIZIA,ME,18,7,11,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,2,2023,18,CORTE DEI CONTI,FI,8,1,0,202302,2025-06-18T16:15:20.148346,,,,CORTE DEI CONTI
,6,2023,9,MINISTERO DELLA GIUSTIZIA,PI,8,1,0,202306,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,6,2023,9,MINISTERO DELLA GIUSTIZIA,BN,14,0,3,202306,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,6,2023,19,MINISTERO UNIVERSITA' E RICERCA,BO,7,8,2530,202306,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,8,2024,12,MINISTERO DELL'INTERNO,LE,15,0,1,202408,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,10,2023,21,AGENZIA DELLE DOGANE,TN,20,4,0,202310,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,6,2024,3030,MINISTERO INFRASTRUTTURE E TRASPORTI - CAPITANERIE DI PORTO,RM,11,103,85,202406,18.06.2025,Funzionario,,,MINISTERO INFRASTRUTTURE E TRASPORTI - CAPITANERIE DI PORTO
,3,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CS,17,0,1,202403,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ECONOMIA E FINANZE
,8,2023,12,MINISTERO DELL'INTERNO,AV,14,0,1,202308,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,ME,18,0,5,,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2024,22,AGENZIA DELLE ENTRATE,SS,19,4,0,202402,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VI,4,36,15,202401,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,11,2024,3,-,RM,11,49,112,202411,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA DIFESA
,1,2024,8017,AGENZIA DEL DEMANIO,RM,11,15,,202412,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DEL DEMANIO
,11,2024,19,MINISTERO UNIVERSITA' E RICERCA,PE,,75,10,202411,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RM,11,,59,202311,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2021,19,MINISTERO UNIVERSITA' E RICERCA,LU,8,3,0,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ND,1,132,126,202412,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2024,2020,,Br,15,0,6,202402,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2023,12,MINISTERO DELL'INTERNO,GR,8,1,4,202309,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CA,19,0,7,202403,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,BL,4,1,3,202304,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,OR,19,0,3,,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2024,12,MINISTERO DELL'INTERNO,IM,6,1,4,202409,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,4,2024,21,AGENZIA DELLE DOGANE,TO,1,1,1,202404,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE DOGANE
,6,2024,14,MINISTERO DELLA CULTURA,SI,8,0,2,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA CULTURA
,1,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",mi,3,4,0,202301,2025-06-18T16:15:20.148346,Dirigente,,,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
,12,2023,3,MINISTERO DELLA DIFESA,CE,,0,2,202312,18-06-25,Funzionario,,,MINISTERO DELLA DIFESA
,3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,EN,18,3,3,202303,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,9,MINISTERO DELLA GIUSTIZIA,SR,18,7,8,202302,18/06/2025,,,,MINISTERO DELLA GIUSTIZIA
,9,,21,AGENZIA DELLE DOGANE,BO,7,13,1,202309,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,10,2024,12,ND,SS,19,1,4,202410,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,6,2023,2020,unknown,MN,3,,0,202306,18/06/2025,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SI,8,0,2,202307,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2024,15,AVVOCATURA GENERALE DELLO STATO,,14,0,1,202410,2025-06-18T16:15:20.148346,Operatore,,,AVVOCATURA GENERALE DELLO STATO
,5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,,14,1,36,202405,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BI,1,0,1,202409,2025-06-18T16:15:20.148346,Funzionario,Verifica manuale,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,3,0,6,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,cz,17,4,0,202307,2025-06-18T16:15:20.148346,Operatore,,,ISPETTORATO NAZIONALE DEL LAVORO
,3,2023,22,AGENZIA DELLE ENTRATE,ME,18,0,1,202303,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,12,2023,12,MINISTERO DELL'INTERNO,CZ,17,5,2,202312,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,,2024,19,MINISTERO UNIVERSITA' E RICERCA,AR,8,1,880,202406,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TO,1,28185,339,202409,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,10,2023,9,MINISTERO DELLA GIUSTIZIA,VE,4,3,10,202310,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,8,2023,12,MINISTERO DELL'INTERNO,PI,8,0,1,202308,2025/06/18,,,,MINISTERO DELL'INTERNO
,7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,PV,3,6,0,202307,2025-06-18T16:15:20.148346,Impiegato,,,ISPETTORATO NAZIONALE DEL LAVORO
,2,2023,,AGENZIA DELLE DOGANE,PV,3,0,1,202302,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,3,,816,COMUNE DI CAROSINO,TA,15,0,1,202303,2025-06-18T16:15:20.148346,Dirigente,,,COMUNE DI CAROSINO
,9,2024,12,MINISTERO DELL'INTERNO,PU,10,2,3,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,11,2022,12,MINISTERO DELL'INTERNO,RN,7,1,2,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,1,2024,19,MINISTERO UNIVERSITA' E RICERCA,AT,1,,1,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,12,MINISTERO DELL'INTERNO,BR,15,0,4,202409,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,7,2024,,MINISTERO DELL'ECONOMIA E FINANZE,PZ,16,2,2,202407,2025-06-18T16:15:20.148346,Dirigente,Verifica manuale,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2023,14,MINISTERO DELLA CULTURA,SI,8,6,0,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,5,2024,22,n.d.,CA,19,0,1,202405,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,2,2023,19,MINISTERO UNIVERSITA' E RICERCA,IS,13,0,1,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,7,2023,18,CORTE DEI CONTI,TO,1,2,0,202307,2025-06-18T16:15:20.148346,Impiegato,,,CORTE DEI CONTI
,12,2024,18,CORTE DEI CONTI,RM,11,8,6,202412,2025-06-18T16:15:20.148346,Impiegato,,,CORTE DEI CONTI
,5,2023,1,,PU,10,3,3,,18-06-25,Dirigente,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2023,9,MINISTERO DELLA GIUSTIZIA,AG,18,2,3,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,8,2023,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,RM,11,0,1,202308,2025-06-18T16:15:20.148346,Funzionario,,,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI
,3,2024,1,,CE,14,0,1,202403,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ECONOMIA E FINANZE
,,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CO,3,0,2,202303,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2024,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",RM,11,14,16,202401,18-06-25,Impiegato,,,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
,2,2024,9,MINISTERO DELLA GIUSTIZIA,AN,10,0,1,202402,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,12,2024,14,MINISTERO DELLA CULTURA,AN,10,0,2,202412,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,10,2024,19,MINISTERO UNIVERSITA' E RICERCA,PZ,16,132,39,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,3,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,CO,,3,0,202403,2025-06-18T16:15:20.148346,,,,ISPETTORATO NAZIONALE DEL LAVORO
,3,2024,22,AGENZIA DELLE ENTRATE,RA,7,2,,202403,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,8,2024,22,AGENZIA DELLE ENTRATE,ct,18,0,1,,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RI,11,87,27,202411,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,MC,10,1,0,202407,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ECONOMIA E FINANZE
,2,2023,18,CORTE DEI CONTI,Ba,15,3,0,202302,2025-06-18T16:15:20.148346,Funzionario,,,CORTE DEI CONTI
,1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CA,19,0,5,202301,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,rg,18,0,1,202301,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,,19,0,3,202304,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,Pg,9,1236,0,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2023,9,MINISTERO DELLA GIUSTIZIA,AL,1,1,3,202301,2025-06-18T16:15:20.148346,Funzionario,Dato stimato,,MINISTERO DELLA GIUSTIZIA
,2,2024,9,MINISTERO DELLA GIUSTIZIA,RC,17,6,10,202402,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,7,2023,12,MINISTERO DELL'INTERNO,,3,5,0,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,MS,8,32,241,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,,2024,9,MINISTERO DELLA GIUSTIZIA,PG,9,4,12,202405,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,,2023,,MINISTERO DELL'INTERNO,BA,,1,3,202305,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,9,2022,22,AGENZIA DELLE ENTRATE,CH,12,2,1,202409,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,AV,14,9,6,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,19,MINISTERO UNIVERSITA' E RICERCA,PN,5,132,3,202410,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NU,19,462,6,202405,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2023,12,MINISTERO DELL'INTERNO,MC,10,1,2,202304,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LC,3,249,33,202411,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,SS,19,3,0,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ECONOMIA E FINANZE
,9,2023,14,MINISTERO DELLA CULTURA,AP,10,2,,202309,18.06.2025,,,,MINISTERO DELLA CULTURA
,1,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,3,2,2,202301,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,3,2024,19,MINISTERO UNIVERSITA' E RICERCA,BI,1,1,2,202403,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,9,2022,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,RM,11,4,2,202409,2025-06-18T16:15:20.148346,Dirigente,,,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
,8,2023,12,MINISTERO DELL'INTERNO,MO,7,0,1,202308,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,3,2023,9,MINISTERO DELLA GIUSTIZIA,UD,5,3,6,202303,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,3,2022,1,MINISTERO DELL'ECONOMIA E FINANZE,TA,15,1,0,202303,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ECONOMIA E FINANZE
,,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CZ,17,390,39,202410,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,TO,1,2,0,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,12,2023,12,MINISTERO DELL'INTERNO,SI,8,16,1,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,7,2023,18,CORTE DEI CONTI,AQ,12,1,0,202307,2025-06-18T16:15:20.148346,Funzionario,,,CORTE DEI CONTI
,10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PO,8,180,9,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,10,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CS,17,0,4,202310,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,9,2021,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NO,1,24,57,202304,18.06.2025,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2024,22,AGENZIA DELLE ENTRATE,FI,8,6,1,202409,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,6,2024,19,MINISTERO UNIVERSITA' E RICERCA,BA,15,7,2598,202406,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CS,17,0,9,202409,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,rn,,30,1515,202308,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,Nu,19,210,36,202411,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2023,22,AGENZIA DELLE ENTRATE,FI,8,0,1,202309,18-06-25,Dirigente,,,AGENZIA DELLE ENTRATE
,10,2023,21,AGENZIA DELLE DOGANE,SO,3,1,0,202310,18/06/2025,Impiegato,,,AGENZIA DELLE DOGANE
,6,2024,14,MINISTERO DELLA CULTURA,FI,8,22,20,202406,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA CULTURA
,3,2024,22,AGENZIA DELLE ENTRATE,SV,6,1,0,,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,//,6,16,3,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2024,12,MINISTERO DELL'INTERNO,BA,15,0,9,202409,GIU 18 2025,Impiegato,,,MINISTERO DELL'INTERNO
,1,2024,19,MINISTERO UNIVERSITA' E RICERCA,RE,7,5,2,202401,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VV,17,3,18,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ts,5,1428,15,202309,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VT,11,4,2,202306,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RN,7,0,5,202405,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2023,12,MINISTERO DELL'INTERNO,BT,15,1,0,202311,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,12,2021,19,?,SS,19,65,,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2024,14,MINISTERO DELLA CULTURA,RM,,6,,202412,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA CULTURA
,10,2023,9,MINISTERO DELLA GIUSTIZIA,VV,17,,1,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,10,2023,19,MINISTERO UNIVERSITA' E RICERCA,BZ,20,0,9,202310,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,VI,4,41,4,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ME,18,288,51,202407,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AL,1,0,1,202403,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,3,2023,9,MINISTERO DELLA GIUSTIZIA,GO,5,0,1,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,11,2023,,MINISTERO DELL'INTERNO,BL,4,0,2,202311,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,1,2024,12,MINISTERO DELL'INTERNO,RI,11,0,1,202401,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,2,2023,12,MINISTERO DELL'INTERNO,NO,1,1,2,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
