_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,note,fonte_dato,3descrizione
,1,2023,22,-,MO,7,1,0,202301,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,7,2024,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,RM,11,68,4,202407,2025-06-18T16:15:20.148346,Operatore,,,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI
,6,2024,12,MINISTERO DELL'INTERNO,LT,11,0,2,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,5,2023,22,AGENZIA DELLE ENTRATE,PE,12,0,2,202305,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,5,2023,9,MINISTERO DELLA GIUSTIZIA,//,3,2,,,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,1,2024,12,,BZ,20,0,1,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,PE,12,2,0,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ECONOMIA E FINANZE
,2,2023,19,MINISTERO UNIVERSITA' E RICERCA,VI,4,3,4,202302,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,4,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RM,11,0,1,202304,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
,9,2023,954,ND,GE,6,5,0,202309,2025-06-18T16:15:20.148346,Dirigente,,,ISPETTORATO NAZIONALE DEL LAVORO
,3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CS,17,0,2,202303,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,,12,MINISTERO DELL'INTERNO,MO,7,18,3,202406,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PE,12,0,2,202411,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,19,MINISTERO UNIVERSITA' E RICERCA,CB,13,50,36,202412,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,6,2023,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,RM,11,35,22,202306,2025-06-18T16:15:20.148346,Funzionario,,,PRESIDENZA DEL CONSIGLIO DEI MINISTRI
,9,2024,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,CT,18,2,0,202409,2025-06-18T16:15:20.148346,Operatore,,,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
,3,2024,9,MINISTERO DELLA GIUSTIZIA,BR,15,5,2,202403,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,4,2024,19,//,OR,19,0,127,202404,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,5,2023,954,?,AN,10,0,1,202305,2025-06-18T16:15:20.148346,Dirigente,,,ISPETTORATO NAZIONALE DEL LAVORO
,6,2024,22,AGENZIA DELLE ENTRATE,LO,3,11,0,202406,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,11,2023,10,MINISTERO DELLA SALUTE,TO,1,0,1,202311,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA SALUTE
,12,2024,22,AGENZIA DELLE ENTRATE,MC,10,0,2,202410,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,11,2024,18,CORTE DEI CONTI,AN,10,0,1,202411,2025-06-18T16:15:20.148346,Dirigente,,,CORTE DEI CONTI
,8,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TA,15,51,1938,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,,20,0,3,202309,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2023,12,MINISTERO DELL'INTERNO,CT,18,1,3,202305,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,9,2024,2020,n.d.,FE,7,0,2,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,,2023,12,MINISTERO DELL'INTERNO,ME,18,0,3,202304,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MT,16,3,0,202304,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2024,,MINISTERO UNIVERSITA' E RICERCA,FM,10,2,152,202404,18.06.2025,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SP,6,0,2,202311,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,27,2127,202308,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2024,22,AGENZIA DELLE ENTRATE,TV,4,0,3,202403,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,11,2023,21,AGENZIA DELLE DOGANE,,7,1,0,202311,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,6,2024,10,MINISTERO DELLA SALUTE,,3,,1,202406,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA SALUTE
,1,2023,919,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),rm,11,0,1,202301,18-06-25,Operatore,,,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB)
,4,2022,22,AGENZIA DELLE ENTRATE,PO,8,5,1,202304,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,9,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,unknown,7,2,0,202409,2025-06-18T16:15:20.148346,Operatore,,,ISPETTORATO NAZIONALE DEL LAVORO
,3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RC,17,2,0,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BG,3,0,2,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2024,12,MINISTERO DELL'INTERNO,SR,18,1,3,202405,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FI,8,9,9,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2023,974,AGENZIA INDUSTRIE DIFESA AID,PR,7,48,1,202301,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA INDUSTRIE DIFESA AID
,10,2024,12,MINISTERO DELL'INTERNO,VE,4,,5,202409,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,11,2024,12,MINISTERO DELL'INTERNO,Mo,7,0,2,202411,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,7,2023,12,MINISTERO DELL'INTERNO,TV,4,0,1,202307,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,KR,17,21,1,,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,147,126,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2024,9,MINISTERO DELLA GIUSTIZIA,co,3,2,7,202403,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,4,2023,12,MINISTERO DELL'INTERNO,Rn,7,2,0,202303,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,10,2024,12,MINISTERO DELL'INTERNO,AP,10,0,1,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,5,2024,19,MINISTERO UNIVERSITA' E RICERCA,PI,8,259,1,202405,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,EN,18,2,1,,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,2,2021,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RG,18,0,2,202302,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2023,22,AGENZIA DELLE ENTRATE,MT,,0,1,202301,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE ENTRATE
,8,2024,21,AGENZIA DELLE DOGANE,CA,19,0,1,202408,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE DOGANE
,2,2024,15,AVVOCATURA GENERALE DELLO STATO,AQ,12,1,0,202402,18-06-25,Operatore,,,AVVOCATURA GENERALE DELLO STATO
,1,2024,9,MINISTERO DELLA GIUSTIZIA,VV,17,1,2,202401,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,ME,18,1,7,202406,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,BS,3,0,1,202401,2025-06-18T16:15:20.148346,Dirigente,,,ISPETTORATO NAZIONALE DEL LAVORO
,10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VI,4,0,2,202410,18/06/2025,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AV,14,0,4,202304,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,7,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,Sa,14,0,1,202407,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,8,2024,9,MINISTERO DELLA GIUSTIZIA,GE,6,2,2,202408,GIU 18 2025,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,4,2023,21,AGENZIA DELLE DOGANE,,15,0,1,202304,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE DOGANE
,2,2024,12,MINISTERO DELL'INTERNO,BG,3,9,3,202402,GIU 18 2025,Dirigente,,,MINISTERO DELL'INTERNO
,3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,3,4,,202303,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,1,2024,9,MINISTERO DELLA GIUSTIZIA,OR,19,1,2,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,11,2024,12,MINISTERO DELL'INTERNO,VT,11,0,1,202411,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,6,2023,22,AGENZIA DELLE ENTRATE,Po,8,5,0,202306,18.06.2025,Dirigente,,,AGENZIA DELLE ENTRATE
,10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CS,17,507,51,202410,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TP,18,0,2,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,9,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",SA,14,2,0,202309,2025-06-18T16:15:20.148346,Operatore,,,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
,12,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RM,11,2,2,202312,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
,9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ME,18,3741,,202309,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2023,21,AGENZIA DELLE DOGANE,PC,7,2,0,,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,6,2023,21,AGENZIA DELLE DOGANE,,14,0,2,202306,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LT,11,0,6,202301,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,2024,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,PA,18,5,1,202406,2025-06-18T16:15:20.148346,Dirigente,,,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI
,2,2023,12,MINISTERO DELL'INTERNO,VI,4,1,2,202302,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CN,1,483,606,202412,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,12,MINISTERO DELL'INTERNO,MT,16,0,1,202302,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,6,2024,9,MINISTERO DELLA GIUSTIZIA,VV,17,17,5,202406,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,6,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,VE,4,0,2,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
,9,2024,9,ND,LE,15,1,3,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,11,2024,12,MINISTERO DELL'INTERNO,CA,19,0,3,202411,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,12,2024,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,,8,0,1,202412,18/06/2025,Funzionario,,,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
,6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SA,14,0,2,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,9,2023,21,,?,6,28,1,202309,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,7,2024,14,MINISTERO DELLA CULTURA,PR,7,4,0,202407,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA CULTURA
,6,2023,19,MINISTERO UNIVERSITA' E RICERCA,TE,12,1,936,202306,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,BG,3,0,2,202406,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,5,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SA,14,0,2,202405,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,2,2024,19,MINISTERO UNIVERSITA' E RICERCA,GR,8,1,0,,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SI,8,3,1,202306,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",GE,6,4,0,202311,2025-06-18T16:15:20.148346,Operatore,,,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
,9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VC,1,0,2,202309,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CL,18,0,2,202411,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CB,13,0,1980,202306,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2023,12,MINISTERO DELL'INTERNO,RC,17,0,10,202310,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,1,2024,9,MINISTERO DELLA GIUSTIZIA,VI,4,6,2,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,2,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TS,5,12,3,202402,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RM,11,3978,1698,202411,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,TA,15,0,1,202412,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PC,7,105,36,202307,2025-06-18T16:15:20.148346,Dirigente,Dato stimato,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2023,9,MINISTERO DELLA GIUSTIZIA,PZ,16,3,13,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,2,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RM,11,0,5,202302,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
,12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PI,8,96,6,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,KR,17,0,1,202408,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2024,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,,14,0,2,202402,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
,6,2023,12,MINISTERO DELL'INTERNO,RA,7,0,,202308,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,FR,11,7,0,202307,2025-06-18T16:15:20.148346,Impiegato,,,ISPETTORATO NAZIONALE DEL LAVORO
,5,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TS,5,2,0,202305,2025-06-18T16:15:20.148346,Impiegato,,,ISPETTORATO NAZIONALE DEL LAVORO
,5,2023,12,MINISTERO DELL'INTERNO,FI,8,0,4,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,BR,15,1,,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MI,3,705,57,202401,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,6,2023,14,unknown,PD,4,0,2,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA CULTURA
,8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LI,,0,6,202308,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,BN,,2,3,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,3,2022,12,MINISTERO DELL'INTERNO,GR,8,2,2,202303,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,5,2024,9,MINISTERO DELLA GIUSTIZIA,AV,14,1,7,202405,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,SU,19,2,3,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,1,2024,21,AGENZIA DELLE DOGANE,,14,1,2,202401,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,2,2023,9,MINISTERO DELLA GIUSTIZIA,GR,8,0,2,202302,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CZ,17,1,0,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ECONOMIA E FINANZE
,7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VB,1,0,1,202307,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,4,2023,12,MINISTERO DELL'INTERNO,BT,15,1,1,202304,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,12,2023,14,MINISTERO DELLA CULTURA,//,1,36,2,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,11,2024,19,MINISTERO UNIVERSITA' E RICERCA,CA,19,84,13,202411,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,12,2024,,AGENZIA INDUSTRIE DIFESA AID,CE,14,1,0,202412,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA INDUSTRIE DIFESA AID
,11,2023,21,AGENZIA DELLE DOGANE,CZ,17,1,1,202311,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MC,10,69,66,202307,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NO,1,363,30,202310,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,RM,11,0,1,202302,2025-06-18T16:15:20.148346,Operatore,,,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO
,12,2023,9,MINISTERO DELLA GIUSTIZIA,KR,17,1,2,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FR,11,0,3,202410,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,8,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SS,,0,2,202408,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,12,2024,22,AGENZIA DELLE ENTRATE,,3,55,5,202412,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,1,2024,19,MINISTERO UNIVERSITA' E RICERCA,PV,3,41,9,202401,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,UD,5,4806,60,202409,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,6,2024,,MINISTERO DELLA CULTURA,BA,15,2,2,202406,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TP,18,27,1467,,18.06.2025,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2024,,MINISTERO UNIVERSITA' E RICERCA,ME,18,96,18,202407,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TE,12,9,9,202303,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2024,12,MINISTERO DELL'INTERNO,BG,3,0,1,202409,18-06-25,,,,MINISTERO DELL'INTERNO
,,2024,19,MINISTERO UNIVERSITA' E RICERCA,LC,3,10,484,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,6,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CB,13,0,1,202406,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,10,2023,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,PR,7,1,1,202310,2025-06-18T16:15:20.148346,Impiegato,,,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO
,11,2024,22,AGENZIA DELLE ENTRATE,CT,18,0,1,202411,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,7,2023,12,MINISTERO DELL'INTERNO,UD,5,,2,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,CH,12,31,445,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,,3,13,0,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2024,12,MINISTERO DELL'INTERNO,TE,12,0,2,202401,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
