mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,3descrizione
6,2024,22,AGENZIA DELLE ENTRATE,LO,3,11,0,202406,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
11,2023,10,MINISTERO DELLA SALUTE,TO,1,0,1,202311,2025-06-18,Impiegato,MINISTERO DELLA SALUTE
12,2024,22,AGENZIA DELLE ENTRATE,MC,10,0,2,202410,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
11,2024,18,CORTE DEI CONTI,AN,10,0,1,202411,2025-06-18,Dirigente,CORTE DEI CONTI
8,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TA,15,51,1938,202408,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,20,0,3,202309,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2023,12,MINISTERO DELL'INTERNO,CT,18,1,3,202305,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
9,2024,2020,Unknown,FE,7,0,2,202409,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,12,MINISTERO DELL'INTERNO,ME,18,0,3,202304,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MT,16,3,0,202304,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2024,14,MINISTERO UNIVERSITA' E RICERCA,FM,10,2,152,202404,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SP,6,0,2,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,27,2127,202308,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,22,AGENZIA DELLE ENTRATE,TV,4,0,3,202403,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
11,2023,21,AGENZIA DELLE DOGANE,Unknown,7,1,0,202311,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
6,2024,10,MINISTERO DELLA SALUTE,Unknown,3,1,1,202406,2025-06-18,Unknown,MINISTERO DELLA SALUTE
1,2023,919,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),RM,11,0,1,202301,2025-06-18,Operatore,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB)
4,2022,22,AGENZIA DELLE ENTRATE,PO,8,5,1,202304,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
9,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,Unknown,7,2,0,202409,2025-06-18,Operatore,ISPETTORATO NAZIONALE DEL LAVORO
3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RC,17,2,0,202303,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BG,3,0,2,202405,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2024,12,MINISTERO DELL'INTERNO,SR,18,1,3,202405,2025-06-18,Unknown,MINISTERO DELL'INTERNO
5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FI,8,9,9,202305,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
1,2023,974,AGENZIA INDUSTRIE DIFESA AID,PR,7,48,1,202301,2025-06-18,Funzionario,AGENZIA INDUSTRIE DIFESA AID
10,2024,12,MINISTERO DELL'INTERNO,VE,4,1,5,202409,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
11,2024,12,MINISTERO DELL'INTERNO,MO,7,0,2,202411,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
7,2023,12,MINISTERO DELL'INTERNO,TV,4,0,1,202307,2025-06-18,Unknown,MINISTERO DELL'INTERNO
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,KR,17,21,1,202312,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,147,126,202307,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2024,9,MINISTERO DELLA GIUSTIZIA,CO,3,2,7,202403,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
4,2023,12,MINISTERO DELL'INTERNO,RN,7,2,0,202303,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
10,2024,12,MINISTERO DELL'INTERNO,AP,10,0,1,202410,2025-06-18,Operatore,MINISTERO DELL'INTERNO
5,2024,19,MINISTERO UNIVERSITA' E RICERCA,PI,8,259,1,202405,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,EN,18,2,1,202312,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
2,2021,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RG,18,0,2,202302,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,22,AGENZIA DELLE ENTRATE,MT,10,0,1,202301,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
8,2024,21,AGENZIA DELLE DOGANE,CA,19,0,1,202408,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
2,2024,15,AVVOCATURA GENERALE DELLO STATO,AQ,12,1,0,202402,2025-06-18,Operatore,AVVOCATURA GENERALE DELLO STATO
1,2024,9,MINISTERO DELLA GIUSTIZIA,VV,17,1,2,202401,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,ME,18,1,7,202406,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,BS,3,0,1,202401,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VI,4,0,2,202410,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AV,14,0,4,202304,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,SA,14,0,1,202407,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
8,2024,9,MINISTERO DELLA GIUSTIZIA,GE,6,2,2,202408,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
4,2023,21,AGENZIA DELLE DOGANE,Unknown,15,0,1,202304,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
2,2024,12,MINISTERO DELL'INTERNO,BG,3,9,3,202402,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
3,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,3,4,2,202303,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
1,2024,9,MINISTERO DELLA GIUSTIZIA,OR,19,1,2,202401,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
11,2024,12,MINISTERO DELL'INTERNO,VT,11,0,1,202411,2025-06-18,Operatore,MINISTERO DELL'INTERNO
6,2023,22,AGENZIA DELLE ENTRATE,PO,8,5,0,202306,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CS,17,507,51,202410,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TP,18,0,2,202408,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",SA,14,2,0,202309,2025-06-18,Operatore,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
12,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RM,11,2,2,202312,2025-06-18,Impiegato,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ME,18,3741,2,202309,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2023,21,AGENZIA DELLE DOGANE,PC,7,2,0,202312,2025-06-18,Unknown,AGENZIA DELLE DOGANE
6,2023,21,AGENZIA DELLE DOGANE,Unknown,14,0,2,202306,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LT,11,0,6,202301,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2024,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,PA,18,5,1,202406,2025-06-18,Dirigente,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI
2,2023,12,MINISTERO DELL'INTERNO,VI,4,1,2,202302,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CN,1,483,606,202412,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,12,MINISTERO DELL'INTERNO,MT,16,0,1,202302,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
6,2024,9,MINISTERO DELLA GIUSTIZIA,VV,17,17,5,202406,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
6,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,VE,4,0,2,202306,2025-06-18,Funzionario,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
9,2024,9,Unknown,LE,15,1,3,202409,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
11,2024,12,MINISTERO DELL'INTERNO,CA,19,0,3,202411,2025-06-18,Unknown,MINISTERO DELL'INTERNO
12,2024,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,Unknown,8,0,1,202412,2025-06-18,Funzionario,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SA,14,0,2,202406,2025-06-18,Dirigente,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
9,2023,21,Unknown,Unknown,6,28,1,202309,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
7,2024,14,MINISTERO DELLA CULTURA,PR,7,4,0,202407,2025-06-18,Operatore,MINISTERO DELLA CULTURA
6,2023,19,MINISTERO UNIVERSITA' E RICERCA,TE,12,1,936,202306,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
6,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,BG,3,0,2,202406,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
5,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SA,14,0,2,202405,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,GR,8,1,0,202312,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SI,8,3,1,202306,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",GE,6,4,0,202311,2025-06-18,Operatore,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
9,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VC,1,0,2,202309,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CL,18,0,2,202411,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CB,13,0,1980,202306,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,12,MINISTERO DELL'INTERNO,RC,17,0,10,202310,2025-06-18,Unknown,MINISTERO DELL'INTERNO
1,2024,9,MINISTERO DELLA GIUSTIZIA,VI,4,6,2,202401,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
2,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TS,5,12,3,202402,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RM,11,3978,1698,202411,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,TA,15,0,1,202412,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PC,7,105,36,202307,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2023,9,MINISTERO DELLA GIUSTIZIA,PZ,16,3,13,202303,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
2,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,RM,11,0,5,202302,2025-06-18,Dirigente,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PI,8,96,6,202312,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,KR,17,0,1,202408,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,Unknown,14,0,2,202402,2025-06-18,Unknown,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
6,2023,12,MINISTERO DELL'INTERNO,RA,7,0,2,202308,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,FR,11,7,0,202307,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
5,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TS,5,2,0,202305,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
5,2023,12,MINISTERO DELL'INTERNO,FI,8,0,4,202305,2025-06-18,Operatore,MINISTERO DELL'INTERNO
2,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,BR,15,1,2,202302,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MI,3,705,57,202401,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2023,14,Unknown,PD,4,0,2,202306,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LI,10,0,6,202308,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
3,2023,19,MINISTERO UNIVERSITA' E RICERCA,BN,10,2,3,202303,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
3,2022,12,MINISTERO DELL'INTERNO,GR,8,2,2,202303,2025-06-18,Unknown,MINISTERO DELL'INTERNO
5,2024,9,MINISTERO DELLA GIUSTIZIA,AV,14,1,7,202405,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
3,2023,19,MINISTERO UNIVERSITA' E RICERCA,SU,19,2,3,202303,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
1,2024,21,AGENZIA DELLE DOGANE,Unknown,14,1,2,202401,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
2,2023,9,MINISTERO DELLA GIUSTIZIA,GR,8,0,2,202302,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
7,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CZ,17,1,0,202405,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VB,1,0,1,202307,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,12,MINISTERO DELL'INTERNO,BT,15,1,1,202304,2025-06-18,Unknown,MINISTERO DELL'INTERNO
12,2023,14,MINISTERO DELLA CULTURA,Unknown,1,36,2,202312,2025-06-18,Unknown,MINISTERO DELLA CULTURA
11,2024,19,MINISTERO UNIVERSITA' E RICERCA,CA,19,84,13,202411,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
12,2024,14,AGENZIA INDUSTRIE DIFESA AID,CE,14,1,0,202412,2025-06-18,Impiegato,AGENZIA INDUSTRIE DIFESA AID
11,2023,21,AGENZIA DELLE DOGANE,CZ,17,1,1,202311,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MC,10,69,66,202307,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NO,1,363,30,202310,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2023,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,RM,11,0,1,202302,2025-06-18,Operatore,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO
12,2023,9,MINISTERO DELLA GIUSTIZIA,KR,17,1,2,202312,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FR,11,0,3,202410,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
8,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SS,10,0,2,202408,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
12,2024,22,AGENZIA DELLE ENTRATE,Unknown,3,55,5,202412,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,PV,3,41,9,202401,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,UD,5,4806,60,202409,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,14,MINISTERO DELLA CULTURA,BA,15,2,2,202406,2025-06-18,Unknown,MINISTERO DELLA CULTURA
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TP,18,27,1467,202312,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,14,MINISTERO UNIVERSITA' E RICERCA,ME,18,96,18,202407,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TE,12,9,9,202303,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,12,MINISTERO DELL'INTERNO,BG,3,0,1,202409,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,LC,3,10,484,202408,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
6,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CB,13,0,1,202406,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
10,2023,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,PR,7,1,1,202310,2025-06-18,Impiegato,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO
11,2024,22,AGENZIA DELLE ENTRATE,CT,18,0,1,202411,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
7,2023,12,MINISTERO DELL'INTERNO,UD,5,1,2,202307,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
8,2024,19,MINISTERO UNIVERSITA' E RICERCA,CH,12,31,445,202408,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,3,13,0,202312,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,12,MINISTERO DELL'INTERNO,TE,12,0,2,202401,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
1,2023,9,MINISTERO DELLA GIUSTIZIA,PT,8,1,5,202301,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PG,9,108,99,202307,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,TO,1,16,26,202402,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
4,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,LI,8,1,1,202404,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
2,2023,9,MINISTERO DELLA GIUSTIZIA,PN,5,0,1,202302,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
11,2023,25,ARCHIVI NOTARILI,NO,1,1,0,202311,2025-06-18,Dirigente,ARCHIVI NOTARILI
8,2023,18,CORTE DEI CONTI,MI,3,1,1,202308,2025-06-18,Operatore,CORTE DEI CONTI
12,2024,19,MINISTERO UNIVERSITA' E RICERCA,IM,6,33,33,202412,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
6,2024,19,MINISTERO UNIVERSITA' E RICERCA,TR,9,1,2,202406,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BI,1,6,6,202303,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,9,MINISTERO DELLA GIUSTIZIA,SA,14,1,8,202408,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PG,9,36,24,202301,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,FR,11,0,1,202305,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LU,8,3558,96,202409,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RM,11,22,70,202410,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PC,7,0,2,202301,2025-06-18,Impiegato,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
2,2024,22,AGENZIA DELLE ENTRATE,CH,12,3,0,202402,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
6,2024,3,MINISTERO DELLA DIFESA,LT,11,0,1,202406,2025-06-18,Impiegato,MINISTERO DELLA DIFESA
12,2024,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,RM,11,9,30,202412,2025-06-18,Operatore,PRESIDENZA DEL CONSIGLIO DEI MINISTRI
3,2023,10,MINISTERO DELLA SALUTE,PA,10,0,1,202303,2025-06-18,Dirigente,MINISTERO DELLA SALUTE
4,2024,14,MINISTERO DELLA CULTURA,RI,11,2,0,202404,2025-06-18,Unknown,MINISTERO DELLA CULTURA
10,2024,9,MINISTERO DELLA GIUSTIZIA,PC,7,6,3,202410,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
5,2023,919,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB),RM,11,1,1,202305,2025-06-18,Impiegato,AUTORITA' UFFICIO PARLAMENTARE DI BILANCIO (UPB)
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SR,18,0,4,202311,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,14,Unknown,PG,9,18,4,202404,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CA,19,657,66,202312,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,LC,3,0,1,202309,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
4,2024,14,MINISTERO DELLA CULTURA,CZ,17,8,0,202404,2025-06-18,Unknown,MINISTERO DELLA CULTURA
3,2024,9,MINISTERO DELLA GIUSTIZIA,SV,6,1,0,202403,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
5,2024,22,AGENZIA DELLE ENTRATE,GO,5,0,1,202405,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
10,2024,9,MINISTERO DELLA GIUSTIZIA,AP,10,0,2,202410,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,VE,4,52,25,202307,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
8,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,BZ,20,1,0,202408,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,971,ARPAL PUGLIA,BA,15,1,1,202310,2025-06-18,Impiegato,ARPAL PUGLIA
9,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TR,9,0,1,202409,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,9,MINISTERO DELLA GIUSTIZIA,Unknown,19,0,2,202404,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
12,2023,14,Unknown,CS,17,30,8,202312,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
4,2024,21,AGENZIA DELLE DOGANE,BZ,20,0,2,202404,2025-06-18,Operatore,AGENZIA DELLE DOGANE
1,2024,14,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,14,0,30,202401,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2023,14,MINISTERO DELLA CULTURA,CA,19,4,2,202311,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
