id,rata,ente,descrizione,cod_tipoimposta,tipo_imposta,cod_imposta,imposta,spesa,aggregation_time,area_geografica
65ee5ac5f458af56d2af532f,202402,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,6,IRAP,182904.48,2024-11-03,Nord
668f34120377f62206882cd8,202406,921,A.O. S. GIOVANNI ADDOLORATA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2110811.34,2024-11-07,Nord
66e0ee64f458af54a5dbc7fa,202408,9,MINISTERO DELLA GIUSTIZIA,4,Varie,10,Ritenute Sindacali,732614.36,2024-11-09,Nord
663ec5eb3f62190222cfb590,202404,12,MINISTERO DELL'INTERNO,2,Erariali,6,IRAP,43365008.73,2024-11-05,Nord
6731590c568f146446645d59,202410,910,AZIENDA SANITARIA LOCALE ROMA 6,2,Erariali,6,IRAP,1310915.22,2024-11-11,Isole
6667a4b8262bc331baee73e7,202405,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,4,Da definire,10,Ritenute Sindacali,256.53,2024-11-06,
66e0ee65f458af54a5dbc846,202408,802,ARAN,4,Varie,10,Ritenute Sindacali,129.79,2024-11-09,Nord
6667a4c1262bc331bdcd0c31,202405,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,35440.47,2024-11-06,Nord
6667a4b7262bc331baee7368,202405,925,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,2,Erariali,6,IRAP,8811.11,2024-11-06,Isole
663ec5f43f62190222cfb6b2,202404,17,CONSIGLIO DI STATO E T.A.R.,3,Previdenziali,14,Previdenziali a carico del lavoratore,1082321.9,2024-11-05,Isole
671a7805568f1404768e2bad,202409,964,COMUNE DI CARAVAGGIO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,55228.21,2024-10-24,Sud
66e0ee64f458af54a5dbc7e9,202408,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,2,Erariali,6,IRAP,18179.48,2024-11-09,
6731590b5c833340b426ae8f,202410,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,3,Previdenziali,14,Previdenziali a carico del lavoratore,1372440.41,2024-11-11,Nord
671a780d568f1404768e2be2,202409,32,,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2192935.66,2024-10-24,Nord
6731590c568f146439948fc6,202410,831,COMUNE DI CORLETO MONFORTE,2,Erariali,8,Addizionali Comunali,42.36,2024-11-11,
661738e5262bc367a2350455,202403,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,1,Netto,15,Netto,7639226.66,2024-11-04,Nord
65c81f2b3f62191d310d649c,202401,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Erariali,7,Addizionali Regionali,15.76,2024-11-02,Isole
668f34090377f62206882c42,202406,10,MINISTERO DELLA SALUTE,2,Erariali,5,IRPEF,1717613.32,2024-11-07,Nord
6667a4b8262bc331baee73b2,202405,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,2,Erariali,7,,2358.89,2024-11-06,Isole
663ec5f53f62190222cfb761,202404,948,A.O.R.N. ANTONIO CARDARELLI,3,Previdenziali,13,,3887279.49,2024-11-05,
668f34089b1c1405cffd2d73,,32,ISTITUTO SUPERIORE DI SANITA',2,Erariali,5,IRPEF,2379279.23,2024-11-07,Centro
6731590b5c833340b426aedf,202410,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,1,Netto,15,Netto,99991.98,2024-11-11,Nord
6667a4b8262bc331bdcd0bc9,202405,4056,AGENZIA PER L'ITALIA DIGITALE,2,Erariali,6,IRAP,40172.71,2024-11-06,Centro
659f417c9b1c1468e2e39a43,202312,,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,6,IRAP,594040.74,2024-11-01,Nord
661738e4262bc367a2350409,202403,,IPAB ISTITUTO DI BENEFICENZA E SCOLASTICO SAC. M. SCRIFFIGNANO SISCARO,2,Erariali,7,Addizionali Regionali,32.88,2024-11-04,Isole
668f34079b1c1405cffd2c96,202406,4,,4,Varie,9,Riscatti,9518447.34,2024-11-07,
66bf60490377f64b681b515f,202407,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,6,IRAP,495640.74,2024-08-16,
668f34079b1c1405cffd2ce2,,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,17410.56,2024-11-07,Isole
6731590c568f146444a34e41,202410,954,,1,Netto,15,Netto,10455819.51,2024-11-11,Nord
66bf604b0377f64bd0cd25db,202407,930,AZIENDA SANITARIA LOCALE LATINA,2,Erariali,6,IRAP,1052848.75,2024-08-16,Sud
661738e49b1c14196e7da353,202403,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,5,IRPEF,64367.77,2024-11-04,
663ec5f43f62190222cfb6da,202404,,,2,Erariali,5,IRPEF,1612476.75,2024-11-05,Isole
671a780d568f1404768e2bd7,202409,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,2,Erariali,6,IRAP,29953.74,2024-10-24,
6667a4b8262bc331baee73c8,202405,958,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE,2,Erariali,8,Addizionali Comunali,2357.9,2024-06-11,Centro
663ec5f33f62190222cfb66c,202404,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,4,Varie,12,Altre voci,26784.23,2024-11-05,Sud
66e0ee5cf458af5423ceb4bf,202408,32,ISTITUTO SUPERIORE DI SANITA',4,Varie,11,Prestiti,74791.1,2024-11-09,Nord
663ec5f33f62190222cfb64d,202404,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,2,Erariali,8,Addizionali Comunali,87912478.86,2024-11-05,Centro
661738e49b1c14196e7da2f4,202403,4056,AGENZIA PER L'ITALIA DIGITALE,4,Varie,12,,2483.11,2024-11-04,Sud
663ec5f33f62190222cfb632,202404,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,7,Addizionali Regionali,179848.42,2024-11-05,Nord
668f34079b1c1405cffd2d0a,202406,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,23136.35,2024-11-07,Isole
668f34079b1c1405cffd2d3e,202406,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali,14,,8245.24,2024-11-07,Sud
668f34079b1c1405cffd2d05,202406,964,COMUNE DI CARAVAGGIO,2,Erariali,5,IRPEF,62372.31,2024-11-07,
661738e49b1c1417e85d36b8,202403,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,2,Erariali,8,Addizionali Comunali,61257.08,2024-11-04,Nord
663ec5ea3f62190222cfb548,202404,,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,4,Varie,11,Prestiti,1799.29,2024-11-05,Centro
65ee5ac7eb0f334c5c367589,202402,21,AGENZIA DELLE DOGANE,2,Erariali,5,IRPEF,6543617.57,2024-11-03,Nord
659f417c9b1c1468e2e39a7f,202312,948,A.O.R.N. ANTONIO CARDARELLI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,6807615.07,2024-11-01,Isole
663ec5f33f62190222cfb685,202404,974,AGENZIA INDUSTRIE DIFESA AID,4,Varie,,Prestiti,39447.56,2024-05-11,Sud
668f34090377f62206882c1c,202406,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,103197.07,2024-11-07,
65c81f2b3f62191d044e2ab6,202401,971,ARPAL PUGLIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,556051.58,2024-11-02,
663ec5ea3f62190222cfb528,202404,975,IPAB ISTITUTO DI BENEFICENZA E SCOLASTICO SAC. M. SCRIFFIGNANO SISCARO,2,Erariali,7,Addizionali Regionali,,2024-05-11,
663ec5ea3f62190222cfb4ce,202404,12,MINISTERO DELL'INTERNO,2,Erariali,8,Addizionali Comunali,4638448.79,2024-11-05,Nord
668f34080377f62206882be5,202406,925,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,28017.32,2024-07-11,Nord
661738e39b1c14196e7da29c,202403,925,AUTORITA' GARANTE PER L'INFANZIA E L'ADOLESCENZA AGIA,3,Previdenziali,14,Previdenziali a carico del lavoratore,8778.96,2024-11-04,Sud
661738e59b1c1417e85d3755,202403,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,2,Erariali,6,IRAP,13678.78,2024-11-04,
661738e49b1c14196e7da2d5,202403,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,6,IRAP,2511814.83,2024-11-04,Nord
659f417c9b1c1468e2e39a79,202312,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,40978.63,2024-01-11,Sud
66bf60530377f64bd0cd2617,202407,19,MINISTERO UNIVERSITA' E RICERCA,4,Varie,12,Altre voci,76655.87,2024-08-16,Isole
66bf60490377f64b681b513a,202407,966,,2,Erariali,5,IRPEF,793155.4,2024-08-16,Nord
66bf60520377f64b679f28ba,202407,12,MINISTERO DELL'INTERNO,4,Varie,10,Ritenute Sindacali,1309245.27,2024-08-16,Isole
66bf60520377f64b679f28d0,202407,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,2,Erariali,7,Addizionali Regionali,23821.58,2024-08-16,Sud
6667a4c1262bc331bdcd0c2c,202405,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),4,Assistenziali,10,Ritenute Sindacali,258.4,2024-11-06,
65ee5ac6f458af56cdec181f,202402,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,4,Varie,10,Ritenute Sindacali,218.54,2024-11-03,Nord
668f34079b1c1405cffd2d1d,,17,CONSIGLIO DI STATO E T.A.R.,4,Varie,11,Prestiti,67272.49,2024-11-07,Isole
671a780d568f1404768e2c2e,202409,,AGENZIA INDUSTRIE DIFESA AID,4,Varie,11,Prestiti,37658.31,2024-10-24,Isole
65ee5ac5f458af56cdec17c3,202402,954,ISPETTORATO NAZIONALE DEL LAVORO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,4270077.05,2024-11-03,
663ec5f23f62190222cfb5e4,202404,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,7,Addizionali Regionali,74834.29,2024-11-05,Isole
671a7805568f1404768e2b28,202409,971,ARPAL PUGLIA,4,Varie,10,Ritenute Sindacali,5436.78,2024-10-24,Centro
6731590c568f146446645d37,202410,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,4,Varie,11,Prestiti,4886.78,2024-11-11,Centro
6667a4b7262bc331baee730f,202405,822,REGIONE LAZIO,4,Varie,12,Altre voci,147219.47,2024-11-06,Nord
65ee5ac7eb0f334c8d2b5b2f,202402,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,3,Previdenziali,14,Previdenziali a carico del lavoratore,11331.86,2024-11-03,Nord
663ec5f43f62190222cfb6a8,202404,970,PARCO DEL CIRCEO,2,Netto,7,Addizionali Regionali,454.89,2024-11-05,Nord
66bf60530377f64bd0cd2611,202407,12,MINISTERO DELL'INTERNO,3,Previdenziali,14,Previdenziali a carico del lavoratore,59953873.38,2024-08-16,Centro
65ee5ac6f458af56cdec184d,202402,953,ANPAL - AGENZIA NAZIONALE PER LE POLITICHE ATTIVE DEL LAVORO,4,Varie,9,Riscatti,256.3,2024-03-11,Centro
65ee5ac6f458af56cdec185a,202402,12,MINISTERO DELL'INTERNO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,137722559.64,2024-11-03,Sud
6731590b5c833340b426af02,202410,8017,AGENZIA DEL DEMANIO,3,Previdenziali,,Previdenziali a carico del datore di lavoro,1146632.39,2024-11-11,Nord
659f41739b1c14690c5c415b,202312,22,AGENZIA DELLE ENTRATE,4,Varie,11,Prestiti,1319912.7,2024-11-01,Centro
663ec5f43f62190222cfb75a,,948,A.O.R.N. ANTONIO CARDARELLI,2,Erariali,6,IRAP,1192729.17,2024-11-05,Centro
663ec5f33f62190222cfb60e,202404,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Varie,11,Prestiti,103065.21,2024-11-05,Isole
66bf60530377f64b681b51c3,202407,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,3,Previdenziali,14,Previdenziali a carico del lavoratore,8684.77,2024-08-16,Isole
671a780de28f8d6b0a19d28e,202409,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,1,Netto,,Netto,312238.31,2024-10-24,
668f34139b1c1405cffd2e35,202406,930,AZIENDA SANITARIA LOCALE LATINA,2,Erariali,6,IRAP,1139353.4,2024-11-07,Isole
661738e59b1c1417e85d3747,202403,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Previdenziali,14,Previdenziali a carico del lavoratore,517298171.67,2024-11-04,Sud
661738e49b1c14196e7da333,202403,834,COMUNE DI MONTORFANO,4,Varie,12,Altre voci,164.66,2024-11-04,
659f41729b1c14690c5c4120,202312,9,MINISTERO DELLA GIUSTIZIA,4,Varie,11,Prestiti,8940375.34,2024-11-01,Centro
668f34089b1c1405cffd2d65,202406,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,2,Erariali,7,Addizionali Regionali,2973.97,2024-11-07,Centro
668f34080377f62206882be2,202406,968,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,1,Netto,15,Netto,24008.72,2024-11-07,Sud
659f417b9b1c1468e2e39a07,,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,2,Erariali,6,IRAP,41719.88,2024-11-01,Isole
6731590c568f146446645d00,202410,843,ANVUR(AGENZIA NAZ.VALUTAZIONE SIST.UNIVERSITARIO E RICERCA),2,Erariali,7,Addizionali Regionali,5365.05,2024-11-11,
659f417c9b1c1468e2e39a5d,202312,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,3,Previdenziali,14,Previdenziali a carico del lavoratore,48001.69,2024-11-01,Centro
661738e5262bc367a2350467,202403,910,AZIENDA SANITARIA LOCALE ROMA 6,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,5229894.07,2024-11-04,Centro
65c81f2b3f62191d044e2a94,202401,14,MINISTERO PER I BENI E LE ATTIVITA' CULTURALI,3,Previdenziali,14,Previdenziali a carico del lavoratore,1982134.11,2024-11-02,Sud
6731590c568f146444a34e65,202410,44,MINISTERO DEL TURISMO,2,Erariali,6,IRAP,37904.75,2024-11-11,Nord
66e0ee66f458af5423ceb5f9,202408,971,,4,Varie,9,Riscatti,173.5,2024-11-09,Sud
663ec5ea3f62190222cfb509,202404,25,ARCHIVI NOTARILI,2,Erariali,8,Addizionali Comunali,9222.27,2024-11-05,Sud
6667a4c1262bc331bdcd0bfc,202405,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Erariali,6,IRAP,5871.06,2024-11-06,
671a780d568f1404768e2c16,202409,969,ORDINE DEGLI PSICOLOGI DEL LAZIO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,9705.2,2024-10-24,
65ee5ac7eb0f334c8d2b5b10,202402,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,2,Erariali,5,IRPEF,134582.08,2024-11-03,Nord
671a7806e28f8d6b0a19d1b1,202409,3,MINISTERO DELLA DIFESA,3,Previdenziali,14,Previdenziali a carico del lavoratore,64644494.37,2024-10-24,Nord
65ee5ac5f458af56d2af52de,,25,ARCHIVI NOTARILI,4,Varie,10,Ritenute Sindacali,1360.26,2024-11-03,Nord
671a7805568f1404768e2ba9,202409,957,ORDINE DOTT. COMMERCIALISTI ED ESPERTI CONTABILI DI VERONA,2,Erariali,8,Addizionali Comunali,139.88,2024-10-24,Centro
671a7805568f1404768e2b14,202409,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,2,Erariali,8,Addizionali Comunali,8943.98,2024-10-24,Centro
66e0ee5cf458af5423ceb4d2,202408,,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,4,Varie,11,Prestiti,109155.46,2024-11-09,Sud
6667a4c1262bc331baee742b,202405,17,,3,Previdenziali,14,Previdenziali a carico del lavoratore,1012393.28,2024-11-06,Isole
65ee5ac7eb0f334c5c3675ae,202402,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,1,Netto,15,Netto,382460.6,2024-11-03,Centro
65ee5ac7eb0f334c5c367547,202402,21,AGENZIA DELLE DOGANE,4,Varie,9,Riscatti,20004.64,2024-11-03,Sud
65ee5ac6eb0f334c8d2b5af1,202402,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,2,Erariali,7,Addizionali Regionali,9564.19,2024-11-03,Nord
65ee5ac5f458af56d2af52da,202402,945,ENTE PARCO NAZIONALE DEL GRAN SASSO E MONTI DELLA LAGA,2,Erariali,7,Addizionali Regionali,15.76,2024-11-03,Isole
663ec5eb3f62190222cfb57f,202404,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,4,Varie,11,Prestiti,911.55,2024-11-05,Nord
6667a4c2262bc331baee7466,202405,929,AZIENDA SANITARIA LOCALE VITERBO,2,Erariali,6,IRAP,925049.02,2024-11-06,
668f34129b1c1405cffd2e2e,202406,906,IRCCS LAZZARO SPALLANZANI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,824225.78,2024-11-07,Nord
6667a4c1262bc331baee7442,202405,829,COMUNE DI MERCATO SAN SEVERINO,4,Varie,9,Riscatti,203.91,2024-11-06,Centro
66bf60530377f64bd0cd260d,202407,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,8,Addizionali Comunali,137158.22,2024-08-16,
671a7806e28f8d6b0a19d1e0,202409,,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2759.86,2024-10-24,
66bf60530377f64bd0cd25fa,202407,802,ARAN,2,Erariali,7,Addizionali Regionali,5413.44,2024-08-16,Sud
671a7806e28f8d6b0a19d1d9,202409,958,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE,4,Varie,12,Altre voci,652.88,2024-10-24,Nord
663ec5f43f62190222cfb6cd,,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,4,Varie,12,Altre voci,837.33,2024-11-05,Isole
6667a4b7262bc331bdcd0b4a,202405,,INVALSI,2,Previdenziali,7,Addizionali Regionali,13422.99,2024-11-06,
66e0ee65f458af54a5dbc817,202408,831,COMUNE DI CORLETO MONFORTE,3,Previdenziali,14,Previdenziali a carico del lavoratore,917.5,2024-09-11,Sud
663ec5f23f62190222cfb5f7,202404,1,MINISTERO DELL'ECONOMIA E FINANZE,2,Erariali,7,Addizionali Regionali,5562565.7,2024-11-05,Isole
663ec5ea3f62190222cfb4f6,,894,ENTE PARCO NAZIONALE DELL'ALTA MURGIA,1,Netto,15,Netto,19898.17,2024-11-05,Centro
661738e5262bc367a2350463,202403,31,INVALSI,2,Erariali,8,Addizionali Comunali,4541.52,2024-11-04,
661738e49b1c1417e85d36b1,202403,,MINISTERO DELLA GIUSTIZIA,2,Erariali,8,TBD,3426144.8,2024-11-04,Sud
659f417b9b1c14690c5c41cd,202312,960,AUTORITA' DI BACINO DISTR. DELL'APPENNINO SETTENTRIONALE,4,Varie,11,Prestiti,1418.98,2024-11-01,Isole
668f34129b1c1405cffd2e02,202406,822,REGIONE LAZIO,4,Previdenziali,11,Prestiti,218536.69,2024-11-07,
6731590c568f146446645d17,202410,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,5,IRPEF,2356774.97,2024-11-11,Isole
66bf60520377f64b681b518c,202407,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,3,Previdenziali,14,Previdenziali a carico del lavoratore,372780624.72,2024-08-16,Isole
6667a4c1262bc331baee7406,202405,974,AGENZIA INDUSTRIE DIFESA AID,4,Varie,11,Prestiti,39459.23,2024-11-06,
668f34120377f62206882cbd,202406,17,CONSIGLIO DI STATO E T.A.R.,2,Erariali,,IRAP,1248753.93,2024-11-07,Centro
66e0ee65f458af54a5dbc82f,202408,802,ARAN,2,Erariali,8,Addizionali Comunali,1587.99,2024-11-09,Nord
668f34080377f62206882bed,202406,31,INVALSI,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,147181.13,2024-11-07,Isole
663ec5f43f62190222cfb6ad,202404,938,ENTE PARCO NAZIONALE DELLA MAJELLA,2,Erariali,7,Addizionali Regionali,1980.87,2024-11-05,Centro
66bf60490377f64b681b5122,202407,27,AGENZIA NAZIONALE PER I GIOVANI - ANG,3,Previdenziali,14,,3223.27,2024-08-16,Centro
66bf604a0377f64b679f286a,202407,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,4,Varie,9,Riscatti,8307.32,2024-08-16,Sud
6731590c568f146439948fcb,202410,3,MINISTERO DELLA DIFESA,2,Assistenziali,5,IRPEF,124390264.05,2024-11-11,Centro
659f41729b1c14690c5c4104,202312,19,MINISTERO UNIVERSITA' E RICERCA,4,Varie,10,Ritenute Sindacali,79412.18,2024-11-01,Nord
661738e59b1c1417e85d3757,202403,805,AGENZIA NAZIONALE PER LA SICUREZZA DEL VOLO,3,Previdenziali,13,,25667.3,2024-11-04,Sud
668f34110377f62206882c7e,202406,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,4,Varie,9,Riscatti,2129.3,2024-11-07,Isole
659f41729b1c1468e2e39969,202312,18,CORTE DEI CONTI,1,Netto,15,,16700929.49,2024-11-01,Sud
668f34110377f62206882c6b,202406,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,2,Erariali,,,2345.07,2024-11-07,Sud
66e0ee66f458af54a5dbc88d,202408,971,ARPAL PUGLIA,2,Erariali,6,IRAP,504220.64,2024-11-09,Isole
668f34120377f62206882cbe,202406,973,,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2012.17,2024-11-07,Isole
6667a4b8262bc331bdcd0bc1,202405,867,AGENZIA ITALIANA DEL FARMACO - AIFA,2,Erariali,8,Addizionali Comunali,25308.82,2024-06-11,Nord
6667a4b7262bc331bdcd0ba7,202405,834,COMUNE DI MONTORFANO,1,Netto,15,Netto,21521.1,2024-11-06,Centro
66bf60530377f64b679f28d6,202407,27,AGENZIA NAZIONALE PER I GIOVANI - ANG,4,Varie,12,Altre voci,255.79,2024-08-16,
66bf60490377f64b681b510c,202407,12,MINISTERO DELL'INTERNO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,173370106.64,2024-08-16,
6731590c568f146446645cec,202410,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,4,Varie,11,Prestiti,1002.17,2024-11-11,Nord
6731590c568f146446645d3a,202410,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,4,Netto,12,Altre voci,564232.32,2024-11-11,Isole
661738e39b1c14196e7da2a1,202403,972,SCUOLA SUPERIORE DELLA MAGISTRATURA,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,3676.04,2024-11-04,Nord
671a7805568f1404768e2af4,202409,954,ISPETTORATO NAZIONALE DEL LAVORO,4,Varie,11,Prestiti,209732.87,2024-10-24,Centro
66bf60520377f64bd0cd25e4,202407,12,MINISTERO DELL'INTERNO,2,Erariali,5,IRPEF,35751133.59,2024-08-16,Isole
6731590c568f146439948f60,202410,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,7,Addizionali Regionali,278677.62,2024-11-11,Sud
659f41739b1c14690c5c4152,202312,834,,4,Varie,9,Riscatti,16.85,2024-11-01,Centro
671a7806e28f8d6b0a19d162,202409,938,ENTE PARCO NAZIONALE DELLA MAJELLA,4,Varie,11,Prestiti,3218.29,2024-10-24,
66bf60520377f64b681b5197,202407,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,3,Previdenziali,14,Previdenziali a carico del lavoratore,270989.05,2024-08-16,Sud
668f34119b1c1405cffd2dc8,202406,10,MINISTERO DELLA SALUTE,4,Varie,11,Prestiti,98409.57,2024-11-07,Nord
671a780d568f1404768e2c3b,202409,822,REGIONE LAZIO,4,Varie,11,Prestiti,220313.56,2024-10-24,Nord
66e0ee65f458af54a5dbc849,202408,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,4,Previdenziali,12,Altre voci,11190.93,2024-11-09,Sud
661738e49b1c14196e7da2d0,202403,868,ANBSC-AGENZIA NAZIONALE BENI SEQUESTRATI E CONFISCATI,3,Previdenziali,14,Previdenziali a carico del lavoratore,35302.92,2024-11-04,
661738e49b1c14196e7da30c,,954,ISPETTORATO NAZIONALE DEL LAVORO,2,Erariali,7,Addizionali Regionali,,2024-11-04,Isole
6667a4c1262bc331bdcd0c3c,202405,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,4,Varie,9,Riscatti,9418108.5,2024-11-06,
661738e59b1c1417e85d36c9,,968,CONSORZIO PARCO GEOMIN. STORICO E AMBIENTALE DELLA SARDEGNA,2,Assistenziali,7,Addizionali Regionali,231.52,2024-11-04,Centro
65c81f2bf458af1d35de6281,202401,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,4,Varie,10,Ritenute Sindacali,23447.56,2024-11-02,Isole
6667a4b7262bc331bdcd0b77,202405,976,ISTITUTO MUSICALE PAREGGIATO DELLA VALLE D'AOSTA,2,Erariali,5,IRPEF,22697.14,2024-11-06,Centro
6731590c568f146439948fe1,202410,973,,2,Erariali,8,Addizionali Comunali,59.76,2024-11-11,Centro
65c81f2b3f62191d044e2b08,202401,929,AZIENDA SANITARIA LOCALE VITERBO,3,Previdenziali,13,Previdenziali a carico del datore di lavoro,2807884.25,2024-11-02,
659f41739b1c14690c5c4142,202312,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,2,Erariali,6,IRAP,3674647.62,2024-11-01,Isole
661738e49b1c14196e7da354,202403,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,3,Previdenziali,14,,849277.5,2024-11-04,Isole
668f34110377f62206882c5f,202406,958,,3,Previdenziali,14,Previdenziali a carico del lavoratore,11201.26,2024-07-11,Isole
65ee5ac7eb0f334c5c3675b3,202402,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,4,Varie,11,Prestiti,4617.68,2024-11-03,
668f34080377f62206882bfb,202406,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,4,Varie,10,Ritenute Sindacali,631.24,2024-11-07,
65ee5ac6f458af56cdec17f2,202402,912,ORDINE DEI MEDICI CHIRURGHI E DEGLI ODONTOIATRI DELLA PROVINCIA DI LATINA,2,Erariali,6,IRAP,0.0,2024-03-11,Centro
