_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation-time,qualifica,note,fonte_dato,Provincia Sede,CODICE ENTE,3descrizione,regione%sede,att ivazioni
6852caf7205349164bebcd69,11,2023,19,MINISTERO UNIVERSITA' E RICERCA,TO,01,250,40,202311,2025-06-18T16:15:20.148346,Operatore,,,TO,19,MINISTERO UNIVERSITA' E RICERCA,01,250
6852caff6555da0907a40857,7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BT,15,0,2,202307,2025-06-18T16:15:20.148346,Operatore,,,BT,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,15,0
6852caef205349164bea2a6e,8,2021,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Aq,12,0,4,202308,2025-06-18T16:15:20.148346,Operatore,,,AQ,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,12,0
6852cb029952cb647ef389e4,4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AQ,12,0,3,202304,2025-06-18T16:15:20.148346,Dirigente,,,AQ,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,12,0
6852cae9205349164be90859,6,2023,22,AGENZIA DELLE ENTRATE,VR,04,0,1,202306,2025-06-18T16:15:20.148346,Operatore,,,VR,22,AGENZIA DELLE ENTRATE,04,0
6852caed205349164be9b770,11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SA,14,0,9,202311,2025-06-18T16:15:20.148346,Impiegato,,,SA,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,14,0
6852cae8205349164be8daf2,2,2024,12,MINISTERO DELL'INTERNO,TR,09,1,2,202402,2025-06-18T16:15:20.148346,Funzionario,,,TR,12,MINISTERO DELL'INTERNO,09,1
6852caef205349164bea272b,6,2023,22,AGENZIA DELLE ENTRATE,RG,18,6,2,202306,2025-06-18T16:15:20.148346,,,,RG,22,AGENZIA DELLE ENTRATE,18,6
6852caea205349164be90e4a,8,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,BG,null,0,1,202311,GIU 18 2025,,,,BG,954,ISPETTORATO NAZIONALE DEL LAVORO,03,0
6852caea205349164be9116a,2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PN,05,0,2,202402,2025-06-18T16:15:20.148346,Operatore,,,PN,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,05,0
6852caf7205349164bebd802,4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PT,08,12,9,202304,2025-06-18T16:15:20.148346,,,,PT,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,08,12
6852caf5205349164beb4238,1,2023,19,MINISTERO UNIVERSITA' E RICERCA,FE,07,15,8,202301,2025-06-18T16:15:20.148346,Impiegato,,,FE,19,MINISTERO UNIVERSITA' E RICERCA,07,15
6852caef205349164bea04e9,1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SI,08,9,6,202401,2025-06-18T16:15:20.148346,Operatore,,,SI,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,08,9
6852caef205349164bea1d12,2,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TP,18,6,3,202402,2025-06-18T16:15:20.148346,,,,TP,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,18,6
6852caef205349164bea3562,12,23,12, ,?,18,3,3,202312,2025-06-18T16:15:20.148346,,,,PA,12,MINISTERO DELL'INTERNO,18,3
6852caf5205349164beb48eb,06,2024,14,MINISTERO DELLA CULTURA,GO,05,6,0,202406,2025-06-18T16:15:20.148346,,,,GO,14,MINISTERO DELLA CULTURA,05,6
6852caf4205349164beb0959,7,2024,22,AGENZIA DELLE ENTRATE,LE,15,0,1,202407,GIU 18 2025,Dirigente,,,LE,22,AGENZIA DELLE ENTRATE,15,0
6852cb018d61d50c63e444ef,1,2023,19,MINISTERO UNIVERSITA' E RICERCA,CL,18,38,4,202301,2025-06-18T16:15:20.148346,Funzionario,,,CL,19,MINISTERO UNIVERSITA' E RICERCA,18,38
6852caed205349164be9a0dc,12,2024,9,MINISTERO DELLA GIUSTIZIA,VR,04,8,8,202412,2025-06-18T16:15:20.148346,,,,VR,9,MINISTERO DELLA GIUSTIZIA,04,8
6852caef205349164bea06aa,Settembre,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MS,08,0,1,202309,2025-06-18T16:15:20.148346,Operatore,,,MS,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,08,0
6852caeb205349164be977f5,4,2024,14,MINISTERO DELLA CULTURA,RE,07,4,0,202404,2025-06-18T16:15:20.148346,Funzionario,,,RE,14,MINISTERO DELLA CULTURA,07,4
6852caeb205349164be94aa6,5,2023,9,MINISTERO DELLA GIUSTIZIA,SS,19,16,5,202305,2025-06-18T16:15:20.148346,Dirigente,,,SS,9,MINISTERO DELLA GIUSTIZIA,19,16
6852caee205349164be9fac5,7,2024,954,NULL,SA,14,3,0,202407,2025-06-18T16:15:20.148346,,,,SA,954,ISPETTORATO NAZIONALE DEL LAVORO,14,3
6852caea205349164be91178,5,2023,9,MINISTERO DELLA GIUSTIZIA,VR,04,0,2,202305,2025-06-18T16:15:20.148346,Operatore,,,VR,9,MINISTERO DELLA GIUSTIZIA,04,0
6852cad98d61d50c63e436a3,12,2024.,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,RM,N/A,2,0,202412,2025-06-18T16:15:20.148346,Funzionario,,,RM,16,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,11,2
6852caf5205349164beb6833,4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PU,10,0,2,202404,2025-06-18T16:15:20.148346,Operatore,,,PU,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,10,0
6852caf2205349164bea941d,4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LO,03,1,0,202304,2025-06-18T16:15:20.148346,,,,LO,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,03,1
6852caf0205349164bea5a1c,8,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,BO,07,2,2,202408,2025-06-18T16:15:20.148346,Dirigente,,,BO,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,07,2
6852caf0205349164bea4462,12,2023,12,MINISTERO DELL'INTERNO,RA,07,0,2,202312,2025-06-18T16:15:20.148346,Operatore,,,RA,12,MINISTERO DELL'INTERNO,07,0
6852cae9205349164be8ee48,4,2023,12,MINISTERO DELL'INTERNO,VR,04,5,1,202304,GIU 18 2025,Impiegato,,,VR,12,MINISTERO DELL'INTERNO,04,5
6852caf2205349164bea9d2f,10,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,AN,10,1,0,202310,2025-06-18T16:15:20.148346,Funzionario,,,AN,1,MINISTERO DELL'ECONOMIA E FINANZE,10,1
6852caf0205349164bea5ebc,7,2023,19,MINISTERO UNIVERSITA' E RICERCA,MS,08,10,6,202307,2025-06-18T16:15:20.148346,Impiegato,,,MS,19,MINISTERO UNIVERSITA' E RICERCA,08,10
6852caf5205349164beb46cf,8,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,PE,12,2,1,202409,2025-06-18T16:15:20.148346,,,,PE,1,MINISTERO DELL'ECONOMIA E FINANZE,12,2
6852caf0205349164bea5309,9,2024,12,MINISTERO DELL'INTERNO,MC,10,1,2,202409,2025-06-18T16:15:20.148346,,,,MC,12,MINISTERO DELL'INTERNO,10,1
6852caea205349164be941d7,7,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,MT,16,1,0,LUG-2024,2025-06-18T16:15:20.148346,Impiegato,,,MT,1,MINISTERO DELL'ECONOMIA E FINANZE,16,1
6852caf4205349164beb0d71,1,2024,9,MINISTERO DELLA GIUSTIZIA,SA,14,12,7,202401,2025-06-18T16:15:20.148346,Operatore,,,SA,9,MINISTERO DELLA GIUSTIZIA,14,12
6852cae8205349164be8c293,5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AL,01,822,6,202405,2025-06-18T16:15:20.148346,Operatore,,,AL,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,01,822
6852caf4205349164beb0f94,1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,N/A,18,0,1,2024-01,2025-06-18T16:15:20.148346,Dirigente,,,EN,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,18,0
6852caeb205349164be967b0,2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RO,04,0,4,202302,2025-06-18T16:15:20.148346,Dirigente,,,RO,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,04,0
6852caf3205349164beb0124,12,2023,14,MINISTERO DELLA CULTURA,TP,18,2,0,DIC-2023,2025-06-18T16:15:20.148346,Operatore,,,TP,14,MINISTERO DELLA CULTURA,18,2
6852caf8205349164bec0830,1,2024,22,AGENZIA DELLE ENTRATE,RG,18,0,3,GEN-2024,2025-06-18T16:15:20.148346,Operatore,,,RG,22,AGENZIA DELLE ENTRATE,18,0
6852caf3205349164beae706,12,2022,954,ISPETTORATO NAZIONALE DEL LAVORO,RO,04,0,1,202412,2025-06-18T16:15:20.148346,Dirigente,,,RO,954,ISPETTORATO NAZIONALE DEL LAVORO,04,0
6852caf2205349164beabbc7,5,2023,21,?,CL,18,1,0,202312,2025-06-18T16:15:20.148346,Dirigente,,,CL,21,AGENZIA DELLE DOGANE,18,1
6852caee205349164be9fd19,4,2023.,954,ISPETTORATO NAZIONALE DEL LAVORO,SI,08,0,1,202304,2025-06-18T16:15:20.148346,Impiegato,,,SI,954,ISPETTORATO NAZIONALE DEL LAVORO,08,0
6852caef205349164bea2f86,11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AN,10,0,6,202311,2025-06-18T16:15:20.148346,Operatore,,,AN,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,10,0
6852caf2205349164beab3f5,mese 2,2024,21,AGENZIA DELLE DOGANE,TS,05,0,1,202402,2025-06-18T16:15:20.148346,,,,TS,21,AGENZIA DELLE DOGANE,05,0
6852caf1205349164bea76a6,9,2023,19,MINISTERO UNIVERSITA' E RICERCA,VB,01,658,4,202309,2025-06-18T16:15:20.148346,,,,VB,19,MINISTERO UNIVERSITA' E RICERCA,01,658
6852caf0205349164bea50c3,12,2024,12,MINISTERO DELL'INTERNO,VT,11,0,1,202412,2025-06-18T16:15:20.148346,,,,VT,12,MINISTERO DELL'INTERNO,11,0
6852caea205349164be91fb1,12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RA,07,7,1,202312,2025-06-18T16:15:20.148346,Funzionario,,,RA,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,07,7
6852caf2205349164bea9fb5,8,2024,19,n.d.,VR,04,6,1037,202408,2025-06-18T16:15:20.148346,Operatore,,,VR,19,MINISTERO UNIVERSITA' E RICERCA,04,6
6852cafe79c2715845d9429b,3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FR,11,9,12,202303,18/06/2025,,,,FR,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,11,9
6852caf8205349164bebf34b,12,2023,15,AVVOCATURA GENERALE DELLO STATO,FI,08,0,1,202312,2025-06-18T16:15:20.148346,Operatore,,,FI,15,AVVOCATURA GENERALE DELLO STATO,08,0
6852caf0205349164bea5b2f,6,anno 2024,802,ARAN,RM,11,0,1,202410,2025-06-18T16:15:20.148346,Dirigente,,,RM,802,ARAN,11,0
6852caf3205349164beaf4b3,1,2023,21,AGENZIA DELLE DOGANE,NO,N/A,1,N.D.,202301,GIU 18 2025,Impiegato,,,NO,21,AGENZIA DELLE DOGANE,01,1
6852cb018d61d50c63e4474b,11,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,ce,14,0,1,202411,2025-06-18T16:15:20.148346,Funzionario,,,CE,954,ISPETTORATO NAZIONALE DEL LAVORO,14,0
6852caea205349164be925f4,8,2024,12,?,IS,13,0,1,202408,2025-06-18T16:15:20.148346,,,,IS,12,MINISTERO DELL'INTERNO,13,0
6852caec205349164be97e78,3,2023,//,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,RM,11,12,9,202303,2025-06-18T16:15:20.148346,Dirigente,,,RM,8,MINISTERO DEL LAVORO E DELLE POLITICHE SOCIALI,11,12
6852caed205349164be9b364,6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AT,01,"6,0",0,202306,2025-06-18T16:15:20.148346,Impiegato,,,AT,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,01,"6,0"
6852cae8205349164be8d5b3,10,2024,15,AVVOCATURA GENERALE DELLO STATO,TS,05,3,0,202410,2025-06-18T16:15:20.148346,Impiegato,,,TS,15,AVVOCATURA GENERALE DELLO STATO,05,3
6852caef205349164bea0b37,6,2024,12,MINISTERO DELL'INTERNO,VI,04,0,3,202406,2025-06-18T16:15:20.148346,Dirigente,,,VI,12,MINISTERO DELL'INTERNO,04,0
6852caeb205349164be97219,2,2023,22,AGENZIA DELLE ENTRATE,RN,07,0,1,202302,2025-06-18T16:15:20.148346,,,,RN,22,AGENZIA DELLE ENTRATE,07,0
6852caf4205349164beb090d,4,2024,4,null,AT,01,0,513,202404,2025-06-18T16:15:20.148346,,,,AT,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,01,0
6852caf5205349164beb4f5e,2,2024,19,MINISTERO UNIVERSITA' E RICERCA,?,07,0,4,202402,2025-06-18T16:15:20.148346,Dirigente,,,PR,19,MINISTERO UNIVERSITA' E RICERCA,07,0
6852caf3205349164bead3d4,8,2023,12,MINISTERO DELL'INTERNO,CB,13,1,1 unità,202308,2025-06-18T16:15:20.148346,Dirigente,,,CB,12,MINISTERO DELL'INTERNO,13,1
6852caf5205349164beb67d9,1,2023,21,AGENZIA DELLE DOGANE,MO,07,0,1,202301,2025-06-18T16:15:20.148346,Impiegato,,,MO,21,AGENZIA DELLE DOGANE,07,0
6852caf7205349164bebe0e3,9,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,BS,03,2,0,202409,2025-06-18T16:15:20.148346,,,,BS,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,03,2
6852cae9205349164be8ed77,6,2024,19,MINISTERO UNIVERSITA' E RICERCA,SU,19,2,742,202406,2025-06-18T16:15:20.148346,Operatore,,,SU,19,MINISTERO UNIVERSITA' E RICERCA,19,2
6852caf5205349164beb58e2,3,2024,-,MINISTERO DELL'ECONOMIA E FINANZE,VV,17,0,1,202403,2025-06-18T16:15:20.148346,Impiegato,,,VV,1,MINISTERO DELL'ECONOMIA E FINANZE,17,0
6852cb02c1e0062992432fca,2,2024,9,MINISTERO DELLA GIUSTIZIA,TN,20,0,2,202402,2025-06-18T16:15:20.148346,Operatore,,,TN,9,MINISTERO DELLA GIUSTIZIA,20,0
6852caf5205349164beb721e,4,2024,9,,AP,10,0,1,202404,2025-06-18T16:15:20.148346,,,,AP,9,MINISTERO DELLA GIUSTIZIA,10,0
6852caf8205349164bebf31f,10,2023,22,AGENZIA DELLE ENTRATE,AG,18,0,1,OTT-2023,2025-06-18T16:15:20.148346,,,,AG,22,AGENZIA DELLE ENTRATE,18,0
6852caf2205349164beaba3d,2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AQ,12,0,2,202301,2025-06-18T16:15:20.148346,,,,AQ,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,12,0
6852caf2205349164beaa7ac,2,2023,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,RM,11,5,14,202302,18/06/2025,Funzionario,,,RM,7,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,11,5
6852caf5205349164beb566a,12,2022,14,MINISTERO DELLA CULTURA,MN,03,12,0,202312,2025-06-18T16:15:20.148346,Operatore,,,MN,14,MINISTERO DELLA CULTURA,03,12
6852caea205349164be9239b,6,2023,9,MINISTERO DELLA GIUSTIZIA,PA,18,5,18,GIU-2023,2025-06-18T16:15:20.148346,Dirigente,,,PA,9,MINISTERO DELLA GIUSTIZIA,18,5
6852caf6205349164bebb3d8,6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BN,14,2,2,202406,2025-06-18T16:15:20.148346,Impiegato,,,BN,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,14,2
6852cae8205349164be8db27,4,2024,2020, ,SA,14,1,"2,0",APR-2024,2025-06-18T16:15:20.148346,,,,SA,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,14,1
6852caeb205349164be95031,4,2024,19,MINISTERO UNIVERSITA' E RICERCA,SP,06,2,98,202404,2025-06-18T16:15:20.148346,Dirigente,,,SP,19,MINISTERO UNIVERSITA' E RICERCA,06,2
6852caee205349164be9e6aa,12,23,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CO,03,18,0,12/2023,2025-06-18T16:15:20.148346,,,,CO,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,03,18
6852caf4205349164beb07e2,Dicembre,2024,22,AGENZIA DELLE ENTRATE,VT,11,3,0,202412,2025-06-18T16:15:20.148346,Impiegato,,,VT,22,AGENZIA DELLE ENTRATE,11,3
6852cae7205349164be8a530,12,2021,954,ISPETTORATO NAZIONALE DEL LAVORO,BA,15,0 unità,4,202312,2025-06-18T16:15:20.148346,Impiegato,,,BA,954,ISPETTORATO NAZIONALE DEL LAVORO,15,0 unità
6852caf0205349164bea5102,7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TV,04,0,2,202407,2025-06-18T16:15:20.148346,,,,TV,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,04,0
6852caf0205349164bea4a94,6,2024,19,MINISTERO UNIVERSITA' E RICERCA,//,18,171,1,202405,2025-06-18T16:15:20.148346,Funzionario,,,RG,19,MINISTERO UNIVERSITA' E RICERCA,18,171
6852caf5205349164beb6a27,6,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AQ,12,3,2529,202406,2025-06-18T16:15:20.148346,,,,AQ,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,12,3
6852cad979c2715845d93a29,8,2024,18,CORTE DEI CONTI,PA,18,2,1,202408,2025-06-18T16:15:20.148346,,,,PA,18,CORTE DEI CONTI,18,2
6852caf4205349164beb243f,9,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,FI,08,2,0,202409,2025-06-18T16:15:20.148346,Impiegato,,,FI,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,08,2
6852cb008d61d50c63e43c7f,5,2023,25,ARCHIVI NOTARILI,PI,08,0,1,202305,2025-06-18T16:15:20.148346,,,,PI,25,ARCHIVI NOTARILI,08,0
6852caf3205349164beafce0,1,2024,18,CORTE DEI CONTI,VE,04,1,0,GEN-2024,2025/06/18,,,,VE,18,CORTE DEI CONTI,04,1
6852cad96555da0907a4031b,3,2024,954,NULL,PO,08,1,0,202403,2025-06-18T16:15:20.148346,Impiegato,,,PO,954,ISPETTORATO NAZIONALE DEL LAVORO,08,1
6852caf3205349164beaff4f,2,2023,14,MINISTERO DELLA CULTURA,CA,19,0,2,202302,2025-06-18T16:15:20.148346,Impiegato,,,CA,14,MINISTERO DELLA CULTURA,19,0
6852cae8205349164be8d80f,5,2023,21,AGENZIA DELLE DOGANE,UD,05,0,2,202305,2025-06-18T16:15:20.148346,Dirigente,,,UD,21,AGENZIA DELLE DOGANE,05,0
6852caef205349164bea0142,1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BA,15,0,11,202401,2025-06-18T16:15:20.148346,,,,BA,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,15,0
6852cae9205349164be8f933,Gennaio,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,Pt,08,3,6,GEN-2024,2025-06-18T16:15:20.148346,Operatore,,,PT,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,08,3
6852caee205349164be9d311,12,2024,19,MINISTERO UNIVERSITA' E RICERCA,CT,18,23,7,202403,2025-06-18T16:15:20.148346,Dirigente,,,CT,19,MINISTERO UNIVERSITA' E RICERCA,18,23
6852caec205349164be98326,3,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,BO,07,4,0,202303,2025/06/18,,,,BO,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,07,4
6852cae7205349164be8b151,9,2023,-,ENTE STRUMENTALE ALLA CROCE ROSSA ITALIANA,N/A,11,12,13,202309,2025-06-18T16:15:20.148346,Impiegato,,,RM,898,ENTE STRUMENTALE ALLA CROCE ROSSA ITALIANA,11,12
6852caf7205349164bebc71f,3,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,TO,01,72,42,202403,2025-06-18T16:15:20.148346,Impiegato,,,TO,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,01,72
6852cad979c2715845d940b5,4,2023,ND,//,EN,18,5,0,202304,2025-06-18T16:15:20.148346,,,,EN,22,AGENZIA DELLE ENTRATE,18,5
6852cae8205349164be8dcd5,3,2023,19,MINISTERO UNIVERSITA' E RICERCA,BR,15,0,5,202303,2025-06-18T16:15:20.148346,Impiegato,,,BR,19,MINISTERO UNIVERSITA' E RICERCA,15,0
6852cae8205349164be8ddae,9,2023,19,MINISTERO UNIVERSITA' E RICERCA,MI,03,9386,152,202309,2025-06-18T16:15:20.148346,,,,MI,19,MINISTERO UNIVERSITA' E RICERCA,03,9386
6852caed205349164be9976f,11,2023,22,NULL,AT,01,2,1,202311,18.06.2025,Operatore,,,AT,22,AGENZIA DELLE ENTRATE,01,2
6852caf4205349164beb2d15,6,2023,9,MINISTERO DELLA GIUSTIZIA,LT,11,0,4,202306,2025-06-18T16:15:20.148346,Dirigente,,,LT,9,MINISTERO DELLA GIUSTIZIA,11,0
6852caed205349164be9bae7,7,2023,9,MINISTERO DELLA GIUSTIZIA,-,08,0,3,202307,2025-06-18T16:15:20.148346,Dirigente,,,MS,9,MINISTERO DELLA GIUSTIZIA,08,0
6852caf5205349164beb6621,10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO, ,18,264,3,202310,2025-06-18T16:15:20.148346,Dirigente,,,SR,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,18,264
6852caea205349164be92e93,4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VE,04,2,0,202404,2025-06-18T16:15:20.148346,,,,VE,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,04,2
6852caeb205349164be94d66,12,2023,14,MINISTERO DELLA CULTURA,VC,01,0,2,202312,2025-06-18T16:15:20.148346,Funzionario,,,VC,14,MINISTERO DELLA CULTURA,01,0
6852cae8205349164be8ca48,5,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,bs,03,1,1,202405,2025-06-18T16:15:20.148346,Impiegato,,,BS,954,ISPETTORATO NAZIONALE DEL LAVORO,03,1
6852caea205349164be91926,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,AV,14,5,8,202304,2025-06-18T16:15:20.148346,Operatore,,,AV,19,MINISTERO UNIVERSITA' E RICERCA,14,5
6852cb008d61d50c63e43df1,12,2024,969,ORDINE DEGLI PSICOLOGI DEL LAZIO,RM,11,0,2,202412,2025-06-18T16:15:20.148346,,,,RM,969,ORDINE DEGLI PSICOLOGI DEL LAZIO,11,0
6852caf6205349164bebaa73,7,2023,12,//,CZ,17,0,2,202307,2025-06-18T16:15:20.148346,Operatore,,,CZ,12,MINISTERO DELL'INTERNO,17,0
6852caf2205349164beab1f7,8,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,ND,08,3,3,202402,2025-06-18T16:15:20.148346,Funzionario,,,SI,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,08,3
6852cae8205349164be8cb15,11,2023,8017,AGENZIA DEL DEMANIO,MI,03,2,0,202311,2025-06-18T16:15:20.148346,Operatore,,,MI,8017,AGENZIA DEL DEMANIO,03,2
6852caea205349164be930b8,10,2024.,971,ARPAL PUGLIA,FG,15,2,1,202410,2025-06-18T16:15:20.148346,Impiegato,,,FG,971,ARPAL PUGLIA,15,2
6852caf1205349164bea91f8,12,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CS,17,0,3,202412,2025-06-18T16:15:20.148346,,,,CS,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,17,0
6852caef205349164bea0156,1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MS,08,0,1,202301,2025-06-18T16:15:20.148346,Operatore,,,MS,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,08,0
6852caf1205349164bea658d,2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RM,11,0,75,202402,2025-06-18T16:15:20.148346,Operatore,,,RM,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,11,0
6852cae8205349164be8c593,10,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,?,04,1,0,202310,2025-06-18T16:15:20.148346,Operatore,,,RO,1,MINISTERO DELL'ECONOMIA E FINANZE,04,1
6852caef205349164bea2dc9,03,2024.,1,MINISTERO DELL'ECONOMIA E FINANZE,GE,06,0,1,202403,2025-06-18T16:15:20.148346,Dirigente,,,GE,1,MINISTERO DELL'ECONOMIA E FINANZE,06,0
6852caec205349164be9817c,11,2023,12,MINISTERO DELL'INTERNO,AR,08,1,1,202311,2025-06-18T16:15:20.148346,,,,AR,12,MINISTERO DELL'INTERNO,08,1
6852cae9205349164be906b3,12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,GR,08,63,93,202412,2025-06-18T16:15:20.148346,Impiegato,Verifica manuale,,GR,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,08,63
6852cae9205349164be90bcc,6,2024,?,,CH,12,15,2,202406,2025-06-18T16:15:20.148346,Dirigente,,,CH,9,MINISTERO DELLA GIUSTIZIA,12,15
6852caf2205349164beaca12,12,2023,28,n.d.,BA,15,2,1,202312,2025-06-18T16:15:20.148346,,,,BA,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,15,2
6852caf0205349164bea47fd,2,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,AN,10,N.D.,2,202302,18.06.2025,Dirigente,,,AN,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,10,N.D.
6852caf5205349164beb53d9,9,2023,9,MINISTERO DELLA GIUSTIZIA,PV,03,0,5,202309,2025-06-18T16:15:20.148346,Dirigente,,,PV,9,MINISTERO DELLA GIUSTIZIA,03,0
6852caf4205349164beb16c4,7,2023,938,ENTE PARCO NAZIONALE DELLA MAJELLA,CH,12,0,1,202307,2025-06-18T16:15:20.148346,Dirigente,,,CH,938,ENTE PARCO NAZIONALE DELLA MAJELLA,12,0
